################################
##########2016-09-15############
黄河                          ,石嘴山                        ,1087.17,712,-,
黄河                          ,巴彦高勒                      ,1051,705,-,
黄河                          ,三湖河口                      ,1018.79,660,-,
黄河                          ,包头                          ,1002.45,590,-,
黄河                          ,头道拐                        ,986.85,624,-,
黄河                          ,万家寨蓄水量,973.26,(2.76)亿,-,
黄河                          ,万家寨上出库,-,336,-,
黄河                          ,万家寨下                      ,898.67,336,-,
黄河                          ,府谷                          ,807.67,705,-,
黄河                          ,吴堡                          ,637.54,890,-,
黄河                          ,龙门                          ,380.84,916,-,
汾河                          ,河津                          ,372.48,37.8,-,
北洛河                        ,状头                          ,361.55,7.12,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,381.25,33.5,-,
渭河                          ,华县                          ,335.73,99,-,
黄河                          ,潼关                          ,327.35,920,-,
黄河                          ,史家滩蓄水量,305.81,(0.569)亿,-,
黄河                          ,三门峡                        ,275.17,852,1.91,
黄河                          ,小浪底上蓄水量,248.81,(38.1)亿,-,
黄河                          ,小浪底                        ,134.51,389,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.96,(4.25)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.63,12.5,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.1,(4.53)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.62,3.76,-,
洛河                          ,白马寺                        ,7.91,19.5,-,
伊洛河                        ,黑石关                        ,107.9,17,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.87,17.7,-,
沁河                          ,武陟                          ,100.11,10.6,-,
黄河                          ,花园口                        ,88.99,373,-,
黄河                          ,夹河滩                        ,72.22,273,-,
黄河                          ,高村                          ,58.9,295,0.446,
黄河                          ,孙口                          ,44.35,265,0.430,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.41,(4.75)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.72,260,0.833,
黄河                          ,泺口                          ,25.86,212,0.502,
黄河                          ,利津                          ,10.07,125,0.269,

################################
##########2016-09-26############
黄河                          ,唐乃亥                        ,2515.74,726,-,
黄河                          ,龙羊峡入库,-,704,-,
黄河                          ,龙羊峡蓄水量,2573.5,(156)亿,-,
黄河                          ,龙羊峡出库,-,281,-,
黄河                          ,刘家峡入库,-,474,-,
黄河                          ,刘家峡蓄水量,1730.17,(34.4)亿,-,
黄河                          ,刘家峡出库,-,311,-,
黄河                          ,兰州                          ,1511.68,575,-,
黄河                          ,下河沿                        ,1230.44,568,-,
黄河                          ,石嘴山                        ,1087.13,692,-,
黄河                          ,巴彦高勒                      ,1051,705,-,
黄河                          ,三湖河口                      ,1018.89,710,-,
黄河                          ,包头                          ,1002.52,625,-,
黄河                          ,头道拐                        ,986.83,612,-,
黄河                          ,万家寨蓄水量,974.02,(2.92)亿,-,
黄河                          ,万家寨上出库,-,468,-,
黄河                          ,万家寨下                      ,898.93,468,-,
黄河                          ,府谷                          ,806.23,188,-,
黄河                          ,吴堡                          ,637.37,745,-,
黄河                          ,龙门                          ,380.78,882,-,
汾河                          ,河津                          ,372.44,36.9,-,
北洛河                        ,状头                          ,361.37,1.76,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,381.25,33.5,-,
渭河                          ,华县                          ,335.57,73,-,
黄河                          ,潼关                          ,327.37,940,-,
黄河                          ,史家滩蓄水量,306.18,(0.602)亿,-,
黄河                          ,三门峡                        ,275.61,1140,2.87,
黄河                          ,小浪底上蓄水量,249.05,(38.5)亿,-,
黄河                          ,小浪底                        ,134.5,510,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.95,(4.24)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.63,12.5,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.16,(4.54)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.62,3.76,-,
洛河                          ,白马寺                        ,7.83,11.3,-,
伊洛河                        ,黑石关                        ,107.99,22.8,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.86,17,-,
沁河                          ,武陟                          ,100.09,10.2,-,
黄河                          ,花园口                        ,89.18,442,-,
黄河                          ,夹河滩                        ,72.32,310,-,
黄河                          ,高村                          ,58.88,282,0.443,
黄河                          ,孙口                          ,44.35,265,0.387,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.42,(4.77)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.7,273,0.648,
黄河                          ,泺口                          ,25.85,209,0.516,
黄河                          ,利津                          ,10.02,118,0.206,

################################
##########2016-09-27############
黄河                          ,唐乃亥                        ,2515.71,714,-,
黄河                          ,龙羊峡入库,-,582,-,
黄河                          ,龙羊峡蓄水量,2573.62,(156)亿,-,
黄河                          ,龙羊峡出库,-,166,-,
黄河                          ,刘家峡入库,-,323,-,
黄河                          ,刘家峡蓄水量,1730.33,(34.6)亿,-,
黄河                          ,刘家峡出库,-,328,-,
黄河                          ,兰州                          ,1511.58,520,-,
黄河                          ,下河沿                        ,1230.36,530,-,
黄河                          ,石嘴山                        ,1086.96,592,-,
黄河                          ,巴彦高勒                      ,1050.94,649,-,
黄河                          ,三湖河口                      ,1018.88,632,-,
黄河                          ,包头                          ,1002.58,670,-,
黄河                          ,头道拐                        ,986.86,630,-,
黄河                          ,万家寨蓄水量,974.17,(2.96)亿,-,
黄河                          ,万家寨上出库,-,165,-,
黄河                          ,万家寨下                      ,898.24,165,-,
黄河                          ,府谷                          ,807.3,516,-,
黄河                          ,吴堡                          ,636.95,485,-,
黄河                          ,龙门                          ,380.4,663,-,
汾河                          ,河津                          ,372.3,33.8,-,
北洛河                        ,状头                          ,361.51,5.47,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,381.26,34.4,-,
渭河                          ,华县                          ,335.57,73,-,
黄河                          ,潼关                          ,327.35,920,-,
黄河                          ,史家滩蓄水量,306.16,(0.600)亿,-,
黄河                          ,三门峡                        ,275.2,869,0.985,
黄河                          ,小浪底上蓄水量,249.33,(39)亿,-,
黄河                          ,小浪底                        ,134.53,537,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.94,(4.24)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.66,14,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.23,(4.55)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.45,0.950,-,
洛河                          ,白马寺                        ,7.86,13.8,-,
伊洛河                        ,黑石关                        ,107.93,22.8,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.88,18.5,-,
沁河                          ,武陟                          ,100.15,11.6,-,
黄河                          ,花园口                        ,89.21,490,-,
黄河                          ,夹河滩                        ,72.49,380,-,
黄河                          ,高村                          ,58.91,305,0.449,
黄河                          ,孙口                          ,44.34,262,0.426,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.42,(4.77)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.71,276,0.641,
黄河                          ,泺口                          ,25.82,202,0.589,
黄河                          ,利津                          ,10.04,129,0.182,

################################
##########2016-09-28############
黄河                          ,唐乃亥                        ,2515.67,698,-,
黄河                          ,龙羊峡入库,-,638,-,
黄河                          ,龙羊峡蓄水量,2573.73,(156)亿,-,
黄河                          ,龙羊峡出库,-,281,-,
黄河                          ,刘家峡入库,-,315,-,
黄河                          ,刘家峡蓄水量,1730.5,(34.8)亿,-,
黄河                          ,刘家峡出库,-,325,-,
黄河                          ,兰州                          ,1511.81,648,-,
黄河                          ,下河沿                        ,1230.55,623,-,
黄河                          ,石嘴山                        ,1086.96,592,-,
黄河                          ,巴彦高勒                      ,1050.78,569,-,
黄河                          ,三湖河口                      ,1018.86,620,-,
黄河                          ,包头                          ,1002.6,635,-,
黄河                          ,头道拐                        ,986.89,648,-,
黄河                          ,万家寨蓄水量,974.61,(3.06)亿,-,
黄河                          ,万家寨上出库,-,327,-,
黄河                          ,万家寨下                      ,898.65,327,-,
黄河                          ,府谷                          ,806.07,157,-,
黄河                          ,吴堡                          ,636.53,280,-,
黄河                          ,龙门                          ,380.27,594,-,
汾河                          ,河津                          ,371.86,23.2,-,
北洛河                        ,状头                          ,361.35,1.44,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,381.22,30.7,-,
渭河                          ,华县                          ,335.57,73,-,
黄河                          ,潼关                          ,327.23,785,-,
黄河                          ,史家滩蓄水量,306.2,(0.604)亿,-,
黄河                          ,三门峡                        ,275.22,880,1.04,
黄河                          ,小浪底上蓄水量,249.63,(39.6)亿,-,
黄河                          ,小浪底                        ,134.52,528,-,
伊河                          ,东湾                          ,2.77,4.25,-,
伊河                          ,陆浑坝上蓄水量,312.89,(4.22)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.61,11.5,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.33,(4.56)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.45,0.950,-,
洛河                          ,白马寺                        ,7.81,9.64,-,
伊洛河                        ,黑石关                        ,107.91,22.5,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.88,18.5,-,
沁河                          ,武陟                          ,100.19,12.6,-,
黄河                          ,花园口                        ,89.22,492,-,
黄河                          ,夹河滩                        ,72.6,440,-,
黄河                          ,高村                          ,59,365,0.429,
黄河                          ,孙口                          ,44.38,273,0.441,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.4,(4.74)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.71,276,0.734,
黄河                          ,泺口                          ,25.7,146,0.335,
黄河                          ,利津                          ,9.99,121,0.147,

################################
##########2016-09-29############
黄河                          ,唐乃亥                        ,2515.61,674,-,
黄河                          ,龙羊峡入库,-,686,-,
黄河                          ,龙羊峡蓄水量,2573.84,(157)亿,-,
黄河                          ,龙羊峡出库,-,302,-,
黄河                          ,刘家峡入库,-,486,-,
黄河                          ,刘家峡蓄水量,1730.62,(35)亿,-,
黄河                          ,刘家峡出库,-,336,-,
黄河                          ,兰州                          ,1511.78,631,-,
黄河                          ,下河沿                        ,1230.46,578,-,
黄河                          ,石嘴山                        ,1086.9,562,-,
黄河                          ,巴彦高勒                      ,1050.7,466,-,
黄河                          ,三湖河口                      ,1018.86,620,-,
黄河                          ,包头                          ,1002.57,620,-,
黄河                          ,头道拐                        ,986.89,623,-,
黄河                          ,万家寨蓄水量,975,(3.15)亿,-,
黄河                          ,万家寨上出库,-,293,-,
黄河                          ,万家寨下                      ,898.57,293,-,
黄河                          ,府谷                          ,807.51,616,-,
黄河                          ,吴堡                          ,637.25,567,-,
黄河                          ,龙门                          ,379.74,348,-,
汾河                          ,河津                          ,372.11,29.1,-,
北洛河                        ,状头                          ,361.39,2.14,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,380.53,0.500,-,
渭河                          ,华县                          ,335.51,63.8,-,
黄河                          ,潼关                          ,327.1,650,-,
黄河                          ,史家滩蓄水量,306.03,(0.589)亿,-,
黄河                          ,三门峡                        ,274.98,742,1.94,
黄河                          ,小浪底上蓄水量,249.85,(40)亿,-,
黄河                          ,小浪底                        ,134.51,519,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.83,(4.20)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.53,7.80,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.39,(4.57)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.45,0.950,-,
洛河                          ,白马寺                        ,7.98,26,-,
伊洛河                        ,黑石关                        ,108.25,22.8,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.88,18.5,-,
沁河                          ,武陟                          ,100.19,12.6,-,
黄河                          ,花园口                        ,89.19,475,-,
黄河                          ,夹河滩                        ,72.62,452,-,
黄河                          ,高村                          ,59.15,450,0.600,
黄河                          ,孙口                          ,44.42,285,0.614,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.38,(4.70)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.75,290,0.709,
黄河                          ,泺口                          ,25.88,206,0.618,
黄河                          ,利津                          ,9.91,110,0.151,

################################
##########2016-09-30############
黄河                          ,唐乃亥                        ,2515.74,726,-,
黄河                          ,龙羊峡入库,-,684,-,
黄河                          ,龙羊峡蓄水量,2573.95,(157)亿,-,
黄河                          ,龙羊峡出库,-,290,-,
黄河                          ,刘家峡入库,-,479,-,
黄河                          ,刘家峡蓄水量,1730.82,(35.2)亿,-,
黄河                          ,刘家峡出库,-,327,-,
黄河                          ,兰州                          ,1511.53,494,-,
黄河                          ,下河沿                        ,1230.59,643,-,
黄河                          ,石嘴山                        ,1086.91,568,-,
黄河                          ,巴彦高勒                      ,1050.64,426,-,
黄河                          ,三湖河口                      ,1018.76,590,-,
黄河                          ,包头                          ,1002.6,635,-,
黄河                          ,头道拐                        ,986.87,611,-,
黄河                          ,万家寨蓄水量,974.67,(3.07)亿,-,
黄河                          ,万家寨上出库,-,187,-,
黄河                          ,万家寨下                      ,898.31,187,-,
黄河                          ,府谷                          ,807.8,773,-,
黄河                          ,吴堡                          ,636.86,368,-,
黄河                          ,龙门                          ,380.18,549,-,
汾河                          ,河津                          ,372.66,42.7,-,
北洛河                        ,状头                          ,361.45,3.52,-,
泾河                          ,张家山                        ,420.66,25.1,-,
渭河                          ,咸阳                          ,381.24,32.6,-,
渭河                          ,华县                          ,335.42,49.9,-,
黄河                          ,潼关                          ,326.86,460,-,
黄河                          ,史家滩蓄水量,306.21,(0.605)亿,-,
黄河                          ,三门峡                        ,273.95,302,1.62,
黄河                          ,小浪底上蓄水量,249.94,(40.1)亿,-,
黄河                          ,小浪底                        ,134.6,600,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.75,(4.17)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.46,4.70,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.44,(4.58)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.45,0.950,-,
洛河                          ,白马寺                        ,7.87,14.7,-,
伊洛河                        ,黑石关                        ,108.64,19.1,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.61,2.92,-,
沁河                          ,武陟                          ,100.15,11.6,-,
黄河                          ,花园口                        ,89.17,465,-,
黄河                          ,夹河滩                        ,72.62,452,-,
黄河                          ,高村                          ,59.16,398,0.520,
黄河                          ,孙口                          ,44.5,309,0.673,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.37,(4.69)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.83,293,0.749,
黄河                          ,泺口                          ,25.98,246,0.472,
黄河                          ,利津                          ,9.92,112,0.142,

################################
##########2016-10-01############
黄河                          ,唐乃亥                        ,2515.61,674,-,
黄河                          ,龙羊峡入库,-,638,-,
黄河                          ,龙羊峡蓄水量,2574.06,(157)亿,-,
黄河                          ,龙羊峡出库,-,219,-,
黄河                          ,刘家峡入库,-,641,-,
黄河                          ,刘家峡蓄水量,1730.91,(35.4)亿,-,
黄河                          ,刘家峡出库,-,326,-,
黄河                          ,兰州                          ,1511.35,406,-,
黄河                          ,下河沿                        ,1230.57,633,-,
黄河                          ,石嘴山                        ,1087,617,-,
黄河                          ,巴彦高勒                      ,1050.23,230,-,
黄河                          ,三湖河口                      ,1018.68,490,-,
黄河                          ,包头                          ,1002.55,520,-,
黄河                          ,头道拐                        ,986.86,595,-,
黄河                          ,万家寨蓄水量,975.78,(3.34)亿,-,
黄河                          ,万家寨上出库,-,355,-,
黄河                          ,万家寨下                      ,898.71,355,-,
黄河                          ,府谷                          ,807.24,488,-,
黄河                          ,吴堡                          ,637.47,695,-,
黄河                          ,龙门                          ,379.8,360,-,
汾河                          ,河津                          ,372.66,42.7,-,
北洛河                        ,状头                          ,361.57,8.04,-,
泾河                          ,张家山                        ,420.26,1.92,-,
渭河                          ,咸阳                          ,381.19,28.6,-,
渭河                          ,华县                          ,335.4,47.8,-,
黄河                          ,潼关                          ,327.03,600,-,
黄河                          ,史家滩蓄水量,306.85,(0.667)亿,-,
黄河                          ,三门峡                        ,274.19,383,0.410,
黄河                          ,小浪底上蓄水量,249.94,(40.1)亿,-,
黄河                          ,小浪底                        ,134.43,394,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.68,(4.15)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.44,3.90,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.47,(4.58)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.45,0.950,-,
洛河                          ,白马寺                        ,7.89,17.5,-,
伊洛河                        ,黑石关                        ,108.67,19.1,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.85,16.3,-,
沁河                          ,武陟                          ,100.15,11.6,-,
黄河                          ,花园口                        ,89.22,492,-,
黄河                          ,夹河滩                        ,72.51,395,-,
黄河                          ,高村                          ,59.15,390,0.696,
黄河                          ,孙口                          ,44.49,306,0.692,
大清河                        ,戴村坝,41.23,0,-,
东平湖                        ,东平湖老湖蓄水量,42.36,(4.67)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.87,340,1.13,
黄河                          ,泺口                          ,26.02,262,0.563,
黄河                          ,利津                          ,9.93,113,0.249,

################################
##########2016-10-02############
黄河                          ,唐乃亥                        ,2515.63,682,-,
黄河                          ,龙羊峡入库,-,746,-,
黄河                          ,龙羊峡蓄水量,2574.19,(158)亿,-,
黄河                          ,龙羊峡出库,-,286,-,
黄河                          ,刘家峡入库,-,491,-,
黄河                          ,刘家峡蓄水量,1730.97,(35.4)亿,-,
黄河                          ,刘家峡出库,-,415,-,
黄河                          ,兰州                          ,1511.92,711,-,
黄河                          ,下河沿                        ,1230.34,522,-,
黄河                          ,石嘴山                        ,1086.99,610,-,
黄河                          ,巴彦高勒                      ,1050.18,215,-,
黄河                          ,三湖河口                      ,1018.6,448,-,
黄河                          ,包头                          ,1002.48,490,-,
黄河                          ,头道拐                        ,986.83,580,-,
黄河                          ,万家寨蓄水量,975.38,(3.24)亿,-,
黄河                          ,万家寨上出库,-,398,-,
黄河                          ,万家寨下                      ,898.8,398,-,
黄河                          ,府谷                          ,806.83,384,-,
黄河                          ,吴堡                          ,637.15,512,-,
黄河                          ,龙门                          ,380.58,766,-,
汾河                          ,河津                          ,372.62,41.3,-,
北洛河                        ,状头                          ,361.45,3.52,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,381.15,24.8,-,
渭河                          ,华县                          ,335.43,51.8,-,
黄河                          ,潼关                          ,327,570,-,
黄河                          ,史家滩蓄水量,307.4,(0.729)亿,-,
黄河                          ,三门峡                        ,274.87,685,-,
黄河                          ,小浪底上蓄水量,249.96,(40.2)亿,-,
黄河                          ,小浪底                        ,134.48,434,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.66,(4.14)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.46,4.70,-,
洛河                          ,卢氏                          ,6.18,1.41,-,
洛河                          ,故县水库蓄水量,523.52,(4.59)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.44,0.830,-,
洛河                          ,白马寺                        ,7.92,21.2,-,
伊洛河                        ,黑石关                        ,108.65,19.1,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.87,17.7,-,
沁河                          ,武陟                          ,100.13,11.2,-,
黄河                          ,花园口                        ,89.2,485,-,
黄河                          ,夹河滩                        ,72.66,475,-,
黄河                          ,高村                          ,59.13,375,0.681,
黄河                          ,孙口                          ,44.47,300,0.670,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.34,(4.64)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.83,292,0.943,
黄河                          ,泺口                          ,26,255,0.823,
黄河                          ,利津                          ,10.23,160,0.384,

################################
##########2016-10-03############
黄河                          ,唐乃亥                        ,2515.59,666,-,
黄河                          ,龙羊峡入库,-,694,-,
黄河                          ,龙羊峡蓄水量,2574.32,(158)亿,-,
黄河                          ,龙羊峡出库,-,234,-,
黄河                          ,刘家峡入库,-,690,-,
黄河                          ,刘家峡蓄水量,1731.1,(35.6)亿,-,
黄河                          ,刘家峡出库,-,420,-,
黄河                          ,兰州                          ,1511.99,751,-,
黄河                          ,下河沿                        ,1230.77,739,-,
黄河                          ,石嘴山                        ,1087,680,-,
黄河                          ,巴彦高勒                      ,1050.16,203,-,
黄河                          ,三湖河口                      ,1018.51,410,-,
黄河                          ,包头                          ,1002.37,432,-,
黄河                          ,头道拐                        ,986.75,500,-,
黄河                          ,万家寨蓄水量,975.65,(3.30)亿,-,
黄河                          ,万家寨上出库,-,435,-,
黄河                          ,万家寨下                      ,898.87,435,-,
黄河                          ,府谷                          ,807.84,795,-,
黄河                          ,吴堡                          ,636.77,328,-,
黄河                          ,龙门                          ,380.48,707,-,
汾河                          ,河津                          ,372.52,38.9,-,
北洛河                        ,状头                          ,361.41,2.54,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,381.16,25.3,-,
渭河                          ,华县                          ,335.18,55.4,-,
黄河                          ,潼关                          ,327.24,800,-,
黄河                          ,史家滩蓄水量,307.23,(0.709)亿,-,
黄河                          ,三门峡                        ,274.22,394,-,
黄河                          ,小浪底上蓄水量,250,(40.3)亿,-,
黄河                          ,小浪底                        ,134.47,426,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.64,(4.14)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.46,4.70,-,
洛河                          ,卢氏                          ,6.17,1.30,-,
洛河                          ,故县水库蓄水量,523.58,(4.60)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.44,0.830,-,
洛河                          ,白马寺                        ,7.9,17.5,-,
伊洛河                        ,黑石关                        ,108.65,25.8,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.67,5,-,
沁河                          ,武陟                          ,100.13,11.2,-,
黄河                          ,花园口                        ,89.21,488,-,
黄河                          ,夹河滩                        ,72.64,465,-,
黄河                          ,高村                          ,59.12,369,0.591,
黄河                          ,孙口                          ,44.47,354,0.557,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.34,(4.64)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.84,327,0.658,
黄河                          ,泺口                          ,25.97,242,0.664,
黄河                          ,利津                          ,10.26,187,0.446,

################################
##########2016-10-04############
黄河                          ,唐乃亥                        ,2515.61,674,-,
黄河                          ,龙羊峡入库,-,703,-,
黄河                          ,龙羊峡蓄水量,2574.42,(159)亿,-,
黄河                          ,龙羊峡出库,-,344,-,
黄河                          ,刘家峡入库,-,538,-,
黄河                          ,刘家峡蓄水量,1731.21,(35.7)亿,-,
黄河                          ,刘家峡出库,-,403,-,
黄河                          ,兰州                          ,1512,757,-,
黄河                          ,下河沿                        ,1230.69,698,-,
黄河                          ,石嘴山                        ,1086.92,640,-,
黄河                          ,巴彦高勒                      ,1050.14,200,-,
黄河                          ,三湖河口                      ,1018.38,360,-,
黄河                          ,包头                          ,1002.35,422,-,
黄河                          ,头道拐                        ,986.66,458,-,
黄河                          ,万家寨蓄水量,975.08,(3.17)亿,-,
黄河                          ,万家寨上出库,-,259,-,
黄河                          ,万家寨下                      ,898.49,259,-,
黄河                          ,府谷                          ,806.69,296,-,
黄河                          ,吴堡                          ,637.5,715,-,
黄河                          ,龙门                          ,379.9,353,-,
汾河                          ,河津                          ,372.51,38.2,-,
北洛河                        ,状头                          ,361.55,7.12,-,
泾河                          ,张家山                        ,420.26,2.02,-,
渭河                          ,咸阳                          ,381.18,27.1,-,
渭河                          ,华县                          ,335.15,54.2,-,
黄河                          ,潼关                          ,327.25,810,-,
黄河                          ,史家滩蓄水量,307.76,(0.773)亿,-,
黄河                          ,三门峡                        ,274.74,619,-,
黄河                          ,小浪底上蓄水量,250.13,(40.5)亿,-,
黄河                          ,小浪底                        ,134.63,565,-,
伊河                          ,东湾                          ,2.75,3.85,-,
伊河                          ,陆浑坝上蓄水量,312.64,(4.14)亿,-,
伊河                          ,陆浑坝上出库,-,-,-,
伊河                          ,龙门镇                        ,148.64,13,-,
洛河                          ,卢氏                          ,6.17,1.30,-,
洛河                          ,故县水库蓄水量,523.62,(4.60)亿,-,
洛河                          ,故县水库出库,-,-,-,
洛河                          ,长水                          ,90.44,0.830,-,
洛河                          ,白马寺                        ,7.92,20.5,-,
伊洛河                        ,黑石关                        ,108.64,25.7,-,
丹河                          ,山路坪                        ,-,-,-,
沁河                          ,五龙口                        ,141.69,6,-,
沁河                          ,武陟                          ,100.09,10.2,-,
黄河                          ,花园口                        ,89.23,498,-,
黄河                          ,夹河滩                        ,72.58,430,-,
黄河                          ,高村                          ,59.13,375,0.673,
黄河                          ,孙口                          ,44.47,354,0.486,
大清河                        ,戴村坝,-,-,-,
东平湖                        ,东平湖老湖蓄水量,42.33,(4.63)亿,-,
东平湖                        ,出湖闸,-,-,-,
黄河                          ,艾山                          ,36.82,317,0.967,
黄河                          ,泺口                          ,25.94,262,0.492,
黄河                          ,利津                          ,10.32,197,0.378,

################################
##########2016-10-05############
黄河                          ,唐乃亥                        ,2515.64,686,-,
黄河                          ,龙羊峡入库,-,669,-,
黄河                          ,龙羊峡蓄水量,2574.51,(159)亿,-,
黄河                          ,龙羊峡出库,-,310,-,
黄河                          ,刘家峡入库,-,571,-,
黄河                          ,刘家峡蓄水量,1731.35,(35.9)亿,-,
黄河                          ,刘家峡出库,-,404,-,
黄河                          ,兰州                          ,1511.72,597,-,
黄河                          ,下河沿                        ,1230.51,603,-,
黄河                          ,石嘴山                        ,1086.91,632,-,
黄河                          ,巴彦高勒                      ,1050.16,203,-,
黄河                          ,三湖河口                      ,1018.27,310,-,
黄河                          ,包头                          ,1002.26,372,-,
黄河                          ,头道拐                        ,986.62,435,-,
黄河                          ,万家寨蓄水量,975.67,(3.31)亿,-,
黄河                          ,万家寨上出库,-,79,-,
黄河                          ,万家寨下                      ,897.86,79,-,
黄河                          ,府谷                          ,807.05,406,-,
黄河                          ,吴堡                          ,637.45,683,-,
黄河                          ,龙门                          ,380.19,552,-,
